topology,amplitude,sample,mode_index,raw_R2_train,raw_R2_validation,raw_R2_trainval,capacity_validation,capacity_used,capacity_target_window,c_mech_x,c_mech_y,c_mech_2d,contribution_x,contribution_y,contribution_2d,dominant_raw_feature_name,dominant_product_degree,dominant_frequency_hz,dominant_decay_time_s,dominant_phase,dominant_raw_feature_loading
topology_10_prestress,amp=2.5,sample_0,12,0.11849974304964928,-0.05460648720524541,0.0007278301036695023,0.0,0.0,validation,0.005615998059511185,0.0006045669433660805,0.0054314350709319115,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,0.2*5.0,sin*sin,0.3470883369445801
topology_10_prestress,amp=2.5,sample_0,13,0.07450686492523395,-0.1393568108260963,-0.04141221501220871,0.0,0.0,validation,0.002097642980515957,0.0004104868567083031,0.0020355076994746923,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=0.200s_sin,2,5.82*5.82,0.2*0.2,sin*sin,0.42310336232185364
topology_10_prestress,amp=2.5,sample_0,14,0.09541679791251068,-0.11746757050937151,-0.0672526045708246,0.0,0.0,validation,0.0006670401198789477,0.0005994810489937663,0.0006645519752055407,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=5.000s_cos,2,5.82*5.82,0.2*5.0,cos*cos,-0.4224376678466797
topology_10_prestress,amp=2.5,sample_0,15,0.09344861499849255,-0.19020287755985588,-0.07780609771015845,0.0,0.0,validation,0.0007773476536385715,0.00318640423938632,0.0008660691673867404,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,0.2*5.0,sin*sin,0.34951072931289673
topology_10_prestress,amp=2.5,sample_0,16,0.07335632776046219,-0.23095522931653645,-0.09835312724404832,0.0,0.0,validation,0.000380671612219885,3.3417472877772525e-05,0.00036788280704058707,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=5.000s_cos,2,5.82*5.82,0.2*5.0,cos*cos,-0.3319610059261322
topology_10_prestress,amp=2.5,sample_0,17,0.09461266799551793,-0.012172481262182844,0.016468493358683722,0.0,0.0,validation,1.7759817637852393e-05,0.005378995556384325,0.00021520533482544124,0.0,0.0,0.0,u_f=5.8200Hz_Td=5.000s_cos * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,cos*sin,-0.29225513339042664
topology_10_prestress,amp=2.5,sample_0,18,0.09365531667745386,0.06855940289060147,0.08006491979114339,0.06855940289060147,0.06855940289060147,validation,0.0025351711083203554,0.0009705877164378762,0.0024775501806288958,0.00017380980716552585,6.654291064478457e-05,0.00016985935508273542,u_f=5.8200Hz_Td=0.200s_sin,1,5.82,0.2,sin,0.5448398590087891
topology_10_prestress,amp=2.5,sample_0,19,0.13683314678862213,-0.0884052828881352,-0.01641387706273978,0.0,0.0,validation,0.01700027473270893,0.018507197499275208,0.017055772244930267,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_cos,1,5.82,0.2,cos,-0.6191955804824829
topology_10_prestress,amp=2.5,sample_1,0,0.4681812122869641,0.5395002435180087,0.535042284905418,0.5395002435180087,0.5395002435180087,validation,0.05816015973687172,0.04851995036005974,0.05778498947620392,0.03137741982936859,0.02617652527987957,0.03117501549422741,u_f=5.8200Hz_Td=0.500s_cos * u_f=5.8200Hz_Td=1.000s_sin,2,5.82*5.82,0.5*1.0,cos*sin,0.16933506727218628
topology_10_prestress,amp=2.5,sample_1,1,0.12256520082584044,-0.014683028967806377,0.051633400348047864,0.0,0.0,validation,0.002478777663782239,0.0010472862049937248,0.0024230678100138903,0.0,0.0,0.0,u_f=5.8200Hz_Td=1.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,1.0*5.0,sin*sin,0.2049313187599182
topology_10_prestress,amp=2.5,sample_1,2,0.7702823229902334,0.8365614797999658,0.8133293983362374,0.8365614797999658,0.8365614797999658,validation,0.32575345039367676,0.14785023033618927,0.3188299536705017,0.2725127935409546,0.1236858069896698,0.26672086119651794,u_f=5.8200Hz_Td=0.500s_sin,1,5.82,0.5,sin,0.3389798402786255
topology_10_prestress,amp=2.5,sample_1,3,0.227925225161001,0.3404048447528719,0.31722560289575963,0.3404048447528719,0.3404048447528719,validation,0.003498010104522109,0.0017777392640709877,0.0034310617484152317,0.0011907395673915744,0.0006051510572433472,0.0011679499875754118,u_f=5.8200Hz_Td=5.000s_cos * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,cos*sin,0.3093526065349579
topology_10_prestress,amp=2.5,sample_1,4,0.21462960046672508,0.27701236835470855,0.28845695073839717,0.27701236835470855,0.27701236835470855,validation,0.00018100804300047457,0.00021432449284475297,0.0001823046331992373,5.0141468818765134e-05,5.9370537201175466e-05,5.0500639190431684e-05,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=0.200s_sin,2,5.82*5.82,0.2*0.2,cos*sin,0.23726296424865723
topology_10_prestress,amp=2.5,sample_1,5,0.27365941312025754,0.28475234934826765,0.28422757252052877,0.28475234934826765,0.28475234934826765,validation,0.0009330719476565719,0.00015619900659658015,0.0009028381900861859,0.0002656944270711392,4.447803075890988e-05,0.00025708528119139373,u_f=5.8200Hz_Td=5.000s_sin,1,5.82,5.0,sin,-0.4552370011806488
topology_10_prestress,amp=2.5,sample_1,6,0.04342938425196208,-0.07121337686209839,-0.014974544704617898,0.0,0.0,validation,0.0003575230366550386,4.2101215512957424e-05,0.0003452477103564888,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_cos,2,5.82*5.82,0.2*5.0,sin*cos,0.34000033140182495
topology_10_prestress,amp=2.5,sample_1,7,0.05682556056826038,-0.030382928092655748,0.0052099047344040805,0.0,0.0,validation,0.00018725346308201551,0.0026457919739186764,0.000282933033304289,0.0,0.0,0.0,u_f=5.8200Hz_Td=5.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,sin*sin,-0.38305261731147766
topology_10_prestress,amp=2.5,sample_1,8,0.42414717043455485,0.5377481050589764,0.5000310571730961,0.5377481050589764,0.5377481050589764,validation,0.11631596088409424,0.11777743697166443,0.11637283861637115,0.0625486895442009,0.06333459168672562,0.06257927417755127,u_f=5.8200Hz_Td=5.000s_cos,1,5.82,5.0,cos,0.45613035559654236
topology_10_prestress,amp=2.5,sample_1,9,0.0736281018884104,-0.09491125429938618,-0.0244279211706655,0.0,0.0,validation,0.0011991100618615746,0.0010285285534337163,0.0011924714781343937,0.0,0.0,0.0,u_f=5.8200Hz_Td=5.000s_cos * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,cos*sin,-0.3446997404098511
topology_10_prestress,amp=2.5,sample_1,10,0.15044398618433275,-0.5667418742927985,-0.14988146381291334,0.0,0.0,validation,0.004992913454771042,0.0010169653687626123,0.004838180262595415,0.0,0.0,0.0,u_f=5.8200Hz_Td=5.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,sin*sin,-0.32087305188179016
topology_10_prestress,amp=2.5,sample_1,11,0.1375943668419759,0.04234281105622506,0.08249324168304228,0.04234281105622506,0.04234281105622506,validation,0.003693128004670143,0.0023516968358308077,0.00364092318341136,0.00015637742762919515,9.957745351130143e-05,0.0001541669189464301,u_f=5.8200Hz_Td=0.200s_sin,1,5.82,0.2,sin,-0.4150918126106262
topology_10_prestress,amp=2.5,sample_1,12,0.12402101629163464,-0.01855777014226767,0.028460168912667116,0.0,0.0,validation,0.005457368213683367,0.0009384845034219325,0.005281505174934864,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,0.2*5.0,sin*sin,0.34464484453201294
topology_10_prestress,amp=2.5,sample_1,13,0.07231187016993201,-0.04419163910791446,0.02228993934373591,0.0,0.0,validation,0.0023041577078402042,0.00016493408475071192,0.0022209049202501774,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=0.200s_sin,2,5.82*5.82,0.2*0.2,sin*sin,0.4175194501876831
topology_10_prestress,amp=2.5,sample_1,14,0.08126546536932366,-0.02066191806808826,0.006717759117777833,0.0,0.0,validation,0.0005775789613835514,0.0006528114317916334,0.0005805068067274988,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=5.000s_cos,2,5.82*5.82,0.2*5.0,cos*cos,0.4063897132873535
topology_10_prestress,amp=2.5,sample_1,15,0.08088457517056946,-0.08704034187645093,-0.017602352152851664,0.0,0.0,validation,0.0008776470785960555,0.0022399108856916428,0.0009306626743637025,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,0.2*5.0,sin*sin,0.34674909710884094
topology_10_prestress,amp=2.5,sample_1,16,0.0963019341252257,-0.14468047142182194,-0.03409262785146616,0.0,0.0,validation,0.0007481799111701548,4.2297106119804084e-06,0.0007192273624241352,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=5.000s_cos,2,5.82*5.82,0.2*5.0,cos*cos,-0.32685187458992004
topology_10_prestress,amp=2.5,sample_1,17,0.08705174760782808,-0.04125496949501062,-0.007316348748545254,0.0,0.0,validation,0.00013183934788685292,0.0050264764577150345,0.0003223251842427999,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=0.500s_cos,2,5.82*5.82,0.2*0.5,sin*cos,-0.29437604546546936
topology_10_prestress,amp=2.5,sample_1,18,0.15874367303433035,0.09921645794889888,0.12106687677064087,0.09921645794889888,0.09921645794889888,validation,0.002548739779740572,0.0016236421652138233,0.0025127374101430178,0.0002528769546188414,0.0001610920298844576,0.00024930492509156466,u_f=5.8200Hz_Td=0.200s_sin,1,5.82,0.2,sin,0.5450637936592102
topology_10_prestress,amp=2.5,sample_1,19,0.1555977827275976,0.00950604375615216,0.05640092047438927,0.00950604375615216,0.00950604375615216,validation,0.016622615978121758,0.01826072297990322,0.016686366870999336,0.00015801531844772398,0.00017358723562210798,0.00015862133295740932,u_f=5.8200Hz_Td=0.200s_cos,1,5.82,0.2,cos,-0.6169018149375916
topology_10_prestress,amp=2.5,sample_2,0,0.4666618818477195,0.5262666374026623,0.5267973824667431,0.5262666374026623,0.5262666374026623,validation,0.05473962053656578,0.04883395507931709,0.05452057719230652,0.028807636350393295,0.025699680671095848,0.02869236096739769,u_f=5.8200Hz_Td=0.500s_cos * u_f=5.8200Hz_Td=1.000s_sin,2,5.82*5.82,0.5*1.0,cos*sin,0.16943030059337616
topology_10_prestress,amp=2.5,sample_2,1,0.12782184768552418,-0.00938127766623964,0.05591044749539087,0.0,0.0,validation,0.0026405598036944866,0.0008555925451219082,0.0025743546430021524,0.0,0.0,0.0,u_f=5.8200Hz_Td=1.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,1.0*5.0,sin*sin,0.20479540526866913
topology_10_prestress,amp=2.5,sample_2,2,0.7770003153114668,0.8358635701111867,0.8153330439443937,0.8358635701111867,0.8358635701111867,validation,0.331270307302475,0.13993966579437256,0.32417377829551697,0.27689677476882935,0.1169704720377922,0.2709650695323944,u_f=5.8200Hz_Td=0.500s_sin,1,5.82,0.5,sin,0.33998313546180725
topology_10_prestress,amp=2.5,sample_2,3,0.22734006308902543,0.2800304055224174,0.28045297357405463,0.2800304055224174,0.2800304055224174,validation,0.0032674092799425125,0.0009433512459509075,0.0031812088564038277,0.0009149739053100348,0.0002641670289449394,0.0008908351883292198,u_f=5.8200Hz_Td=5.000s_cos * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,cos*sin,-0.3116348683834076
topology_10_prestress,amp=2.5,sample_2,4,0.19280785793808863,0.2499403258791758,0.26081499579736545,0.2499403258791758,0.2499403258791758,validation,0.0003156806342303753,0.0007020838093012571,0.0003300124662928283,7.89013211033307e-05,0.00017547905736137182,8.248342055594549e-05,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=0.200s_sin,2,5.82*5.82,0.2*0.2,cos*sin,-0.23155799508094788
topology_10_prestress,amp=2.5,sample_2,5,0.28550483133795723,0.20150415787569786,0.2498229483931247,0.20150415787569786,0.20150415787569786,validation,0.0008855958585627377,0.00016659937682561576,0.0008589280187152326,0.00017845124239102006,3.357046807650477e-05,0.00017307756934314966,u_f=5.8200Hz_Td=5.000s_sin,1,5.82,5.0,sin,0.45461174845695496
topology_10_prestress,amp=2.5,sample_2,6,0.10262468055798801,-0.16048114560204363,-0.04987839448310494,0.0,0.0,validation,0.0003213759046047926,4.177193477516994e-05,0.00031100527849048376,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_cos,2,5.82*5.82,0.2*5.0,sin*cos,-0.3371807038784027
topology_10_prestress,amp=2.5,sample_2,7,0.08318300405172352,-0.12649276228507134,-0.042305172232151245,0.0,0.0,validation,0.000175501627381891,0.0019070389680564404,0.0002397250063950196,0.0,0.0,0.0,u_f=5.8200Hz_Td=5.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,sin*sin,0.39106157422065735
topology_10_prestress,amp=2.5,sample_2,8,0.4429341355441444,0.46888824965697473,0.4670871498266038,0.46888824965697473,0.46888824965697473,validation,0.11600486934185028,0.10747893154621124,0.11568863689899445,0.05439332127571106,0.05039560794830322,0.05424504354596138,u_f=5.8200Hz_Td=5.000s_cos,1,5.82,5.0,cos,-0.4546252191066742
topology_10_prestress,amp=2.5,sample_2,9,0.0766841804746653,-0.2738486194101475,-0.12843271654433241,0.0,0.0,validation,0.0012420816347002983,0.0006278262590058148,0.0012192986905574799,0.0,0.0,0.0,u_f=5.8200Hz_Td=5.000s_cos * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,cos*sin,0.34086543321609497
topology_10_prestress,amp=2.5,sample_2,10,0.15673919949927517,-0.5218648986974388,-0.1361662291968,0.0,0.0,validation,0.004795849788933992,0.0020425247494131327,0.004693727940320969,0.0,0.0,0.0,u_f=5.8200Hz_Td=5.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,sin*sin,0.3170405328273773
topology_10_prestress,amp=2.5,sample_2,11,0.12055562370002637,-0.00876265327965231,0.04531733055437992,0.0,0.0,validation,0.003571600653231144,0.001945650321431458,0.0035112935584038496,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin,1,5.82,0.2,sin,0.4086112082004547
topology_10_prestress,amp=2.5,sample_2,12,0.22686051880797986,-0.029292142537084676,0.04566793063918484,0.0,0.0,validation,0.006332265678793192,0.0004515931650530547,0.0061141494661569595,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,0.2*5.0,sin*sin,-0.33442533016204834
topology_10_prestress,amp=2.5,sample_2,13,0.09060687088307451,-0.07307539179522848,0.007510230639830806,0.0,0.0,validation,0.002247582422569394,0.00018121606262866408,0.0021709399297833443,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=0.200s_sin,2,5.82*5.82,0.2*0.2,sin*sin,-0.418959379196167
topology_10_prestress,amp=2.5,sample_2,14,0.06263505266337999,-0.027424977166284226,-0.002606476776928268,0.0,0.0,validation,0.0006292087491601706,0.0005476578371599317,0.0006261840462684631,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=5.000s_cos,2,5.82*5.82,0.2*5.0,cos*cos,0.41605839133262634
topology_10_prestress,amp=2.5,sample_2,15,0.07570753011193354,-0.11087008666679932,-0.035151977652375876,0.0,0.0,validation,0.0007794757257215679,0.0018285898258909583,0.0008183877798728645,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,0.2*5.0,sin*sin,-0.35097643733024597
topology_10_prestress,amp=2.5,sample_2,16,0.08524045276359105,-0.07602218213292056,0.0031645968702469496,0.0,0.0,validation,0.0005485842702910304,0.00033129422808997333,0.0005405249539762735,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=5.000s_cos,2,5.82*5.82,0.2*5.0,cos*cos,0.3227897882461548
topology_10_prestress,amp=2.5,sample_2,17,0.09612779211320754,0.00042376155857803965,0.025241326312692713,0.00042376155857803965,0.00042376155857803965,validation,0.0001783997140591964,0.0050821369513869286,0.00036028120666742325,7.559894044106841e-08,2.1536143322009593e-06,1.5267332287294266e-07,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=0.500s_cos,2,5.82*5.82,0.2*0.5,sin*cos,0.29467302560806274
topology_10_prestress,amp=2.5,sample_2,18,0.1216577452559181,0.04928245723890612,0.07554890201232645,0.04928245723890612,0.04928245723890612,validation,0.002789711579680443,0.002073574112728238,0.002763149794191122,0.00013748384662903845,0.00010219083196716383,0.00013617481454275548,u_f=5.8200Hz_Td=0.200s_sin,1,5.82,0.2,sin,-0.5421353578567505
topology_10_prestress,amp=2.5,sample_2,19,0.11041709287087764,0.07584683810956483,0.08695805977808502,0.07584683810956483,0.07584683810956483,validation,0.01670181378722191,0.016111334785819054,0.01667991280555725,0.0012667797273024917,0.0012219938216730952,0.0012651185970753431,u_f=5.8200Hz_Td=0.200s_cos,1,5.82,0.2,cos,0.6178284287452698
topology_10_prestress,amp=2.5,sample_2,20,0.07866896381854172,-0.004904368170527418,0.020646601989926405,0.0,0.0,validation,0.0033707551192492247,0.004327076021581888,0.0034062254708260298,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=0.200s_sin,2,5.82*5.82,0.2*0.2,sin*sin,-0.36952146887779236
topology_10_prestress,amp=2.5,sample_3,0,0.4930746892659289,0.3543076287773631,0.4263514843730858,0.3543076287773631,0.3543076287773631,validation,0.06343914568424225,0.0517277866601944,0.06296532601118088,0.02247697301208973,0.01832754909992218,0.022309094667434692,u_f=5.8200Hz_Td=0.500s_cos * u_f=5.8200Hz_Td=1.000s_sin,2,5.82*5.82,0.5*1.0,cos*sin,0.16817326843738556
topology_10_prestress,amp=2.5,sample_3,1,0.12421469625139991,-0.06763014503285047,0.018898158376667196,0.0,0.0,validation,0.003021832322701812,0.0015266496920958161,0.0029613403603434563,0.0,0.0,0.0,u_f=5.8200Hz_Td=1.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,1.0*5.0,sin*sin,0.20504693686962128
topology_10_prestress,amp=2.5,sample_3,2,0.7621439378389239,0.7902956996903725,0.7814903431372605,0.7902956996903725,0.7902956996903725,validation,0.3235926330089569,0.1415146291255951,0.31622612476348877,0.2557338774204254,0.11183840781450272,0.24991215765476227,u_f=5.8200Hz_Td=0.500s_sin,1,5.82,0.5,sin,0.33761298656463623
topology_10_prestress,amp=2.5,sample_3,3,0.2424896274608126,-0.18663008482074273,-0.006770776127797529,0.0,0.0,validation,0.0038738257717341185,0.0014317865716293454,0.003775025950744748,0.0,0.0,0.0,u_f=5.8200Hz_Td=5.000s_cos * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,cos*sin,0.3117528557777405
topology_10_prestress,amp=2.5,sample_3,4,0.19998628047217037,0.20794483374687256,0.23165096727431522,0.20794483374687256,0.20794483374687256,validation,0.0002632338146213442,0.0014930673642084002,0.0003129902761429548,5.4738113249186426e-05,0.0003104756469838321,6.508471415145323e-05,u_f=5.8200Hz_Td=2.000s_cos * u_f=5.8200Hz_Td=5.000s_cos,2,5.82*5.82,2.0*5.0,cos*cos,-0.2281646877527237
topology_10_prestress,amp=2.5,sample_3,5,0.2610797812032243,0.05073627874930087,0.1608888344631747,0.05073627874930087,0.05073627874930087,validation,0.0008969561313278973,4.06024009862449e-05,0.0008623098256066442,4.550821540760808e-05,2.0600148218363756e-06,4.3750391341745853e-05,u_f=5.8200Hz_Td=5.000s_sin,1,5.82,5.0,sin,-0.45638853311538696
topology_10_prestress,amp=2.5,sample_3,6,0.05683960034428159,-1.2638215688233458,-0.7863337032375357,0.0,0.0,validation,0.00041183733264915645,3.343905746078235e-06,0.0003953105479013175,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_cos,2,5.82*5.82,0.2*5.0,sin*cos,0.3389803469181061
topology_10_prestress,amp=2.5,sample_3,7,0.06692018410278111,-0.5727538777342844,-0.3348090699710491,0.0,0.0,validation,0.0003581604396458715,0.0023716622963547707,0.000439622497651726,0.0,0.0,0.0,u_f=5.8200Hz_Td=5.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,sin*sin,-0.38766399025917053
topology_10_prestress,amp=2.5,sample_3,8,0.4287299499423065,0.12600383740947496,0.25709641992215937,0.12600383740947496,0.12600383740947496,validation,0.1148955449461937,0.11398138105869293,0.11485854536294937,0.014477279037237167,0.014362091198563576,0.014472616836428642,u_f=5.8200Hz_Td=5.000s_cos,1,5.82,5.0,cos,0.45765283703804016
topology_10_prestress,amp=2.5,sample_3,9,0.08295384180544241,-4.694227672123669,-2.8468032067762086,0.0,0.0,validation,0.0012486549094319344,0.0012698480859398842,0.0012495124246925116,0.0,0.0,0.0,u_f=5.8200Hz_Td=5.000s_cos * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,cos*sin,-0.34787243604660034
topology_10_prestress,amp=2.5,sample_3,10,0.16254156967836964,-3.16687998858667,-1.3669236544510115,0.0,0.0,validation,0.004262274131178856,0.002414714079350233,0.00418752571567893,0.0,0.0,0.0,u_f=5.8200Hz_Td=5.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,sin*sin,-0.3122691214084625
topology_10_prestress,amp=2.5,sample_3,11,0.14508013557386568,-0.30170863082735955,-0.12170464585178453,0.0,0.0,validation,0.005192195065319538,0.002617200370877981,0.005088015925139189,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin,1,5.82,0.2,sin,-0.4145064055919647
topology_10_prestress,amp=2.5,sample_3,12,0.13950337240393784,-0.23265655065836444,-0.13914648545558683,0.0,0.0,validation,0.0043910350650548935,0.0002037531230598688,0.004221626557409763,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,0.2*5.0,sin*sin,0.35774365067481995
topology_10_prestress,amp=2.5,sample_3,13,0.10042318547517703,-0.03887594612940792,0.026652105566278284,0.0,0.0,validation,0.00264122080989182,0.00017664031474851072,0.0025415089912712574,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=0.200s_sin,2,5.82*5.82,0.2*0.2,sin*sin,0.4194929897785187
topology_10_prestress,amp=2.5,sample_3,14,0.09774146536972916,-1.4030055933084515,-1.1050636909148213,0.0,0.0,validation,0.0004955732729285955,0.0005398034118115902,0.0004973626928403974,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=5.000s_cos,2,5.82*5.82,0.2*5.0,cos*cos,0.4178737998008728
topology_10_prestress,amp=2.5,sample_3,15,0.07645864614857956,-0.21797460473867392,-0.10463133487002252,0.0,0.0,validation,0.00039242664934135973,0.0013218352105468512,0.00043002853635698557,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,0.2*5.0,sin*sin,0.3460851013660431
topology_10_prestress,amp=2.5,sample_3,16,0.09401617932143702,-5.693762457443975,-3.8121054456072283,0.0,0.0,validation,0.0009849861962720752,2.776010660454631e-06,0.0009452480007894337,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=5.000s_cos,2,5.82*5.82,0.2*5.0,cos*cos,-0.34275633096694946
topology_10_prestress,amp=2.5,sample_3,17,0.09030692273071528,-0.052193380921726984,-0.014625652986967497,0.0,0.0,validation,5.651876927004196e-05,0.006950912065804005,0.0003354513901285827,0.0,0.0,0.0,u_f=5.8200Hz_Td=5.000s_cos * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,cos*sin,-0.29331427812576294
topology_10_prestress,amp=2.5,sample_3,18,0.11154217955739221,-0.06208983328842699,-0.008422345885188198,0.0,0.0,validation,0.002835111226886511,0.0016851364634931087,0.0027885858435183764,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_sin,1,5.82,0.2,sin,0.542847752571106
topology_10_prestress,amp=2.5,sample_3,19,0.10033554385104115,-0.1722004745134118,-0.08996885840505375,0.0,0.0,validation,0.01650078594684601,0.016848446801304817,0.01651485078036785,0.0,0.0,0.0,u_f=5.8200Hz_Td=0.200s_cos,1,5.82,0.2,cos,-0.6193186044692993
topology_10_prestress,amp=2.5,sample_4,0,0.49359956953088624,0.5035498694961114,0.5208171876208838,0.5035498694961114,0.5035498694961114,validation,0.0575968399643898,0.04816901311278343,0.05724319443106651,0.029002880677580833,0.024255501106381416,0.028824802488088608,u_f=5.8200Hz_Td=0.500s_cos * u_f=5.8200Hz_Td=1.000s_sin,2,5.82*5.82,0.5*1.0,cos*sin,0.1691286563873291
topology_10_prestress,amp=2.5,sample_4,1,0.12057044853527354,0.012082523082284857,0.06421705152789214,0.012082523082284857,0.012082523082284857,validation,0.0027471547946333885,0.0008823719690553844,0.0026772047858685255,3.319255847600289e-05,1.0661279702617321e-05,3.234738687751815e-05,u_f=5.8200Hz_Td=1.000s_sin * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,1.0*5.0,sin*sin,0.20483030378818512
topology_10_prestress,amp=2.5,sample_4,2,0.7707082174637427,0.8376552557353448,0.8145181386055336,0.8376552557353448,0.8376552557353448,validation,0.32976898550987244,0.1411830484867096,0.32269489765167236,0.2762327194213867,0.11826272308826447,0.2703070640563965,u_f=5.8200Hz_Td=0.500s_sin,1,5.82,0.5,sin,0.34001556038856506
topology_10_prestress,amp=2.5,sample_4,3,0.2047099147297674,0.33288419964578053,0.3060377651717432,0.33288419964578053,0.33288419964578053,validation,0.003069797996431589,0.0011612187372520566,0.0029982051346451044,0.0010218871757388115,0.00038655137177556753,0.0009980550967156887,u_f=5.8200Hz_Td=5.000s_cos * u_f=5.8200Hz_Td=5.000s_sin,2,5.82*5.82,5.0*5.0,cos*sin,0.31118226051330566
topology_10_prestress,amp=2.5,sample_4,4,0.188113455589355,0.30993582830202326,0.2981749282154751,0.30993582830202326,0.30993582830202326,validation,0.0002012524491874501,0.00047515338519588113,0.0002115267707267776,6.23753439867869e-05,0.0001472670555813238,6.555972504429519e-05,u_f=5.8200Hz_Td=0.200s_cos * u_f=5.8200Hz_Td=0.200s_sin,2,5.82*5.82,0.2*0.2,cos*sin,0.23445996642112732
topology_10_prestress,amp=2.5,sample_4,5,0.27452609657649574,0.17311497296627332,0.23016253513003715,0.17311497296627332,0.17311497296627332,validation,0.0009502989705651999,0.00017135903181042522,0.0009210800635628402,0.00016451097326353192,2.966481406474486e-05,0.00015945274208206683,u_f=5.8200Hz_Td=5.000s_sin,1,5.82,5.0,sin,-0.45483919978141785
